Order No,Order Date,Order Year,Customer Name,Address,City,State,Customer Type,Account Manager,Order Priority,Product Name,Product Category,Product Container,Ship Mode,Ship Date,Cost Price,Retail Price,Profit Margin,Order Quantity,Sub Total,Discount %,Discount $,Order Total,Shipping Cost,Total
5927-1,01-06-2015,2015,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Apex Box Cutter Scissors,Office Supplies,Small Pack,Regular Air,06-06-2015,$4.19,$10.23,$6.04,35,$358.05,1%,$3.58,$354.47,$4.68,$359.15
5928-1,08-06-2015,2015,Michael Chen,"Shop 3/144 Waterloo Road,Greenacre",Sydney,NSW,Consumer,Samantha Chairs,Critical,300 Series Non-Flip,Technology,Small Box,Regular Air,10-06-2015,$62.40,$155.99,$93.59,21,"$3,275.79",8%,$262.06,"$3,013.73",$8.08,"$3,021.81"
5930-1,08-06-2015,2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,Mihael Khan,Not Specified,HFX LaserJet 3310 Copier,Technology,Large Box,Regular Air,09-06-2015,$377.99,$599.99,$222.00,41,"$24,599.59",9%,"$2,213.96","$22,385.63",$24.49,"$22,410.12"
5931-1,10-06-2015,2015,Alan Schoenberger,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Corporate,Preston Senome,Critical,Multimedia Mailers,Office Supplies,Small Box,Regular Air,12-06-2015,$99.39,$162.93,$63.54,36,"$5,865.48",9%,$527.89,"$5,337.59",$19.99,"$5,357.58"
5932-1,10-06-2015,2015,Liz MacKendrick,"224A Gertrude St,Fitzroy",Melbourne,VIC,Corporate,Connor Betts,Low,Smiths Standard Envelopes,Office Supplies,Small Box,Regular Air,14-06-2015,$3.52,$5.68,$2.16,8,$45.44,5%,$2.27,$43.17,$1.39,$44.56
5933-1,11-06-2015,2015,Tamara Chand,"96 Liverpool St,Sydney",Sydney,NSW,Consumer,Samantha Chairs,Low,Apex Office Executive Series Stainless Steel Trimmers,Office Supplies,Small Pack,Regular Air,11-06-2015,$3.51,$8.57,$5.06,22,$188.54,10%,$18.85,$169.69,$6.14,$175.83
5935-1,11-06-2015,2015,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,Phoebe Gour,High,Steady Pocket Accent Highlighters,Office Supplies,Wrap Bag,Express Air,13-06-2015,$0.93,$1.60,$0.67,24,$38.40,4%,$1.54,$36.86,$1.29,$38.15
5937-1,13-06-2015,2015,Rick Hansen,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Aluminum Document Frame,Furniture,Small Pack,Regular Air,16-06-2015,$5.50,$12.22,$6.72,8,$97.76,10%,$9.78,$87.98,$2.85,$90.83
5938-1,14-06-2015,2015,Annie Cyprus,"101 Murray Street, Perth",Melbourne,VIC,Home Office,Connor Betts,High,Steady Liquid Accent Tank-Style Highlighters,Office Supplies,Wrap Bag,Regular Air,15-06-2015,$1.31,$2.84,$1.53,23,$65.32,6%,$3.92,$61.40,$0.93,$62.33
5939-1,20-06-2015,2015,Richard Bierner,"180 High Street,Windsor",Melbourne,VIC,Small Business,Connor Betts,Not Specified,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Regular Air,22-06-2015,$4.59,$7.28,$2.69,16,$116.48,7%,$8.15,$108.33,$11.15,$119.48
5941-1,21-06-2015,2015,Erica Bern,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Medium,Colored Envelopes,Office Supplies,Small Box,Regular Air,23-06-2015,$2.25,$3.69,$1.44,42,$154.98,6%,$9.30,$145.68,$2.50,$148.18
5943-1,25-06-2015,2015,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,12 Colored Short Pencils,Office Supplies,Wrap Bag,Regular Air,25-06-2015,$1.09,$2.60,$1.51,26,$67.60,8%,$5.41,$62.19,$2.40,$64.59
5943-2,25-06-2015,2015,Denise Monton,"2/797 Botany Rd,Rosebery",Sydney,NSW,Home Office,Samantha Chairs,Medium,TechSavi Cordless Navigator Duo,Technology,Small Box,Regular Air,27-06-2015,$42.11,$80.98,$38.87,34,"$2,753.32",2%,$55.07,"$2,698.25",$7.18,"$2,705.43"
5944-1,25-06-2015,2015,Beth Paige,"32/82 King Street, Perth",Sydney,NSW,Consumer,Tina Carlton,High,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Express Air,26-06-2015,$1.18,$1.88,$0.70,5,$9.40,8%,$0.75,$8.65,$1.49,$10.14
5947-1,27-06-2015,2015,Stefania Perrino,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,Medium,Artisan Hanging File Binders,Office Supplies,Small Box,Regular Air,29-06-2015,$3.65,$5.98,$2.33,50,$299.00,2%,$5.98,$293.02,$1.49,$294.51
5949-1,27-06-2015,2015,Arianne Irving,"14 Money Street, Perth",Melbourne,VIC,Corporate,Connor Betts,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,27-06-2015,$1.53,$2.78,$1.25,44,$122.32,7%,$8.56,$113.76,$1.34,$115.10
5951-1,27-06-2015,2015,Lauren Leatherbury,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,Nicholas Fernandes,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,29-06-2015,$2.18,$3.52,$1.34,1,$3.52,4%,$0.14,$3.38,$6.83,$10.21
5952-1,28-06-2015,2015,Brian Dahlen,"1-2/299 Sussex St,Sydney",Sydney,NSW,Small Business,Aanya Zhang,Medium,Artisan Binder Labels,Office Supplies,Small Box,Express Air,30-06-2015,$2.45,$3.89,$1.44,32,$124.48,10%,$12.45,$112.03,$7.01,$119.04
5955-1,28-06-2015,2015,Max Engle,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,29-06-2015,$6.51,$30.98,$24.47,6,$185.88,1%,$1.86,$184.02,$6.50,$190.52
5956-1,29-06-2015,2015,Michelle Huthwaite,"155 Oxford Street,Darlinghurst",Sydney,NSW,Home Office,Samantha Chairs,Low,Artisan 474 Labels,Office Supplies,Small Box,Regular Air,03-07-2015,$1.84,$2.88,$1.04,49,$141.12,1%,$1.41,$139.71,$0.99,$140.70
5960-1,02-07-2015,2015,Karen Ferguson,"1-2/299 Sussex St,Sydney",Sydney,NSW,Home Office,Aanya Zhang,Critical,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,04-07-2015,$11.11,$19.84,$8.73,1,$19.84,5%,$0.99,$18.85,$4.10,$22.95
5962-1,04-07-2015,2015,Ralph Kennedy,"53-55 Liverpool Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,3Max Polarizing Light Filter Sleeves,Furniture,Small Pack,Regular Air,04-07-2015,$11.38,$18.65,$7.27,44,$820.60,3%,$24.62,$795.98,$3.77,$799.75
5964-1,04-07-2015,2015,Patrick Ryan,"Cnr Williams Road & Lechlade Ave,South Yarra",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Non-Stick Binders,Office Supplies,Small Box,Regular Air,05-07-2015,$2.74,$4.49,$1.75,15,$67.35,5%,$3.37,$63.98,$1.49,$65.47
5965-1,05-07-2015,2015,Larry Tron,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,Tina Carlton,Critical,1726 Digital Answering Machine,Technology,Medium Box,Regular Air,07-07-2015,$8.82,$20.99,$12.17,49,"$1,028.51",6%,$61.71,$966.80,$4.81,$971.61
5967-1,09-07-2015,2015,Keith Dawkins,"402 Argyle St,Moss Vale",Sydney,NSW,Home Office,Natasha Song,Not Specified,"3Max Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Large Box,Regular Air,10-07-2015,$56.16,$136.98,$80.82,7,$958.86,2%,$19.18,$939.68,$24.49,$964.17
5968-1,11-07-2015,2015,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,Charlie Bui,Medium,Smiths Pushpins,Office Supplies,Wrap Bag,Regular Air,13-07-2015,$0.94,$1.88,$0.94,22,$41.36,7%,$2.90,$38.46,$0.79,$39.25
5969-1,12-07-2015,2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,Brown Kraft Recycled Envelopes,Office Supplies,Small Box,Regular Air,14-07-2015,$11.04,$16.98,$5.94,1,$16.98,3%,$0.51,$16.47,$12.39,$28.86
5971-1,14-07-2015,2015,Raymond Fair,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,Tina Carlton,Low,"Wirebound Message Book, 4 per Page",Office Supplies,Wrap Bag,Express Air,19-07-2015,$3.48,$5.43,$1.95,48,$260.64,5%,$13.03,$247.61,$0.95,$248.56
5973-1,15-07-2015,2015,Barry Gonzalez,"1/20 Pendal Lane, Perth",Sydney,NSW,Consumer,Phoebe Gour,Low,Lumi Crayons,Office Supplies,Wrap Bag,Regular Air,19-07-2015,$5.22,$9.85,$4.63,21,$206.85,10%,$20.69,$186.17,$4.82,$190.99
5974-1,16-07-2015,2015,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,Connor Betts,Low,Colored Push Pins,Office Supplies,Wrap Bag,Regular Air,20-07-2015,$0.92,$1.81,$0.89,48,$86.88,2%,$1.74,$85.14,$1.56,$86.70
5976-1,17-07-2015,2015,Barry Blumstein,"3/265 Stirling Street, Perth",Sydney,NSW,Small Business,Samantha Chairs,High,"Message Book, One Form per Page",Office Supplies,Wrap Bag,Regular Air,17-07-2015,$2.41,$3.71,$1.30,13,$48.23,6%,$2.89,$45.34,$1.93,$47.27
5977-1,18-07-2015,2015,Cynthia Delaney,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,Natasha Song,High,Apex Preferred Stainless Steel Scissors,Office Supplies,Small Pack,Regular Air,20-07-2015,$2.50,$5.68,$3.18,21,$119.28,7%,$8.35,$110.93,$3.60,$114.53
5978-1,18-07-2015,2015,Susan Vittorini,"3 Carrington Road ,Box Hill",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Poly Binder Pockets,Office Supplies,Small Box,Regular Air,20-07-2015,$2.26,$3.58,$1.32,43,$153.94,8%,$12.32,$141.62,$5.47,$147.09
5980-1,19-07-2015,2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,Medium,Binder Posts,Office Supplies,Small Box,Regular Air,20-07-2015,$3.50,$5.74,$2.24,41,$235.34,8%,$18.83,$216.51,$5.01,$221.52
5982-1,20-07-2015,2015,Neil French,"523 King St,Newtown",Sydney,NSW,Consumer,Aanya Zhang,Critical,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,Regular Air,23-07-2015,$4.10,$9.31,$5.21,26,$242.06,6%,$14.52,$227.54,$3.98,$231.52
5983-1,23-07-2015,2015,Magdelene Morse,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,Tina Carlton,Low,Adesso Programmable 142-Key Keyboard,Technology,Small Box,Regular Air,30-07-2015,$32.02,$152.48,$120.46,14,"$2,134.72",3%,$64.04,"$2,070.68",$4.00,"$2,074.68"
5984-1,23-07-2015,2015,Frank Atkinson,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,Tina Carlton,Not Specified,Alto Memo Cubes,Office Supplies,Wrap Bag,Express Air,24-07-2015,$3.32,$5.18,$1.86,1,$5.18,0%,$0.00,$5.18,$2.04,$7.22
5985-1,23-07-2015,2015,Scott Cohen,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Consumer,Connor Betts,Critical,Smiths General Use 3-Ring Binders,Office Supplies,Small Box,Regular Air,24-07-2015,$1.18,$1.88,$0.70,8,$15.04,5%,$0.75,$14.29,$1.49,$15.78
5987-1,24-07-2015,2015,Christopher Conant,"120 Hardware St,Melbourne",Melbourne,VIC,Home Office,Connor Betts,High,Artisan Reinforcements for Hole-Punch Pages,Office Supplies,Small Box,Regular Air,26-07-2015,$1.19,$1.98,$0.79,21,$41.58,1%,$0.42,$41.16,$4.77,$45.93
5988-1,24-07-2015,2015,Fred Chung,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,Samantha Chairs,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,26-07-2015,$1.76,$2.94,$1.18,35,$102.90,9%,$9.26,$93.64,$0.81,$94.45
5990-1,25-07-2015,2015,Annie Thurman,"101 Murray Street, Perth",Melbourne,VIC,Home Office,Yvette Biti,High,"Adams ""While You Were Out"" Message Pads",Office Supplies,Wrap Bag,Express Air,26-07-2015,$1.88,$3.14,$1.26,43,$135.02,7%,$9.45,$125.57,$1.14,$126.71
5990-2,25-07-2015,2015,Annie Thurman,"101 Murray Street, Perth",Melbourne,VIC,Home Office,Yvette Biti,High,Barrel Sharpener,Office Supplies,Small Pack,Regular Air,27-07-2015,$1.46,$3.57,$2.11,19,$67.83,8%,$5.43,$62.40,$4.17,$66.57
5993-1,25-07-2015,2015,Greg Tran,"Crown Complex,Southbank",Melbourne,VIC,Home Office,Yvette Biti,Critical,Self-Adhesive Removable Labels,Office Supplies,Small Box,Regular Air,28-07-2015,$1.98,$3.15,$1.17,17,$53.55,5%,$2.68,$50.87,$0.49,$51.36
5994-1,26-07-2015,2015,Jack OBriant,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Consumer,Mihael Khan,Medium,"Alto Parchment Paper, Assorted Colors",Office Supplies,Small Box,Express Air,27-07-2015,$4.59,$7.28,$2.69,20,$145.60,10%,$14.56,$131.04,$11.15,$142.19
5996-1,26-07-2015,2015,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Corporate,Samantha Chairs,High,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Small Box,Regular Air,26-07-2015,$4.53,$7.30,$2.77,12,$87.60,3%,$2.63,$84.97,$7.72,$92.69
5997-1,27-07-2015,2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,Binder Clips by OIC,Office Supplies,Wrap Bag,Express Air,31-07-2015,$0.93,$1.48,$0.55,37,$54.76,4%,$2.19,$52.57,$0.70,$53.27
5997-2,27-07-2015,2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,Connor Betts,Low,PastelOcean Color Pencil Set,Office Supplies,Wrap Bag,Regular Air,01-08-2015,$11.11,$19.84,$8.73,28,$555.52,8%,$44.44,$511.08,$4.10,$515.18
6000-1,29-07-2015,2015,Jack Lebron,"180 High Street,Windsor",Melbourne,VIC,Corporate,Connor Betts,High,Pizazz Drawing Pencil Set,Office Supplies,Wrap Bag,Regular Air,31-07-2015,$1.53,$2.78,$1.25,38,$105.64,10%,$10.56,$95.08,$1.34,$96.42
6001-1,29-07-2015,2015,Toby Grace,"324A King St,Newtown",Sydney,NSW,Home Office,Mihael Khan,Not Specified,TypeRight Side-Opening Peel & Seel Expanding Envelopes,Office Supplies,Small Box,Regular Air,30-07-2015,$54.29,$90.48,$36.19,15,"$1,357.20",1%,$13.57,"$1,343.63",$19.99,"$1,363.62"
6002-1,30-07-2015,2015,Lycoris Saunders,"501 George St,Sydney",Sydney,NSW,Home Office,Samantha Chairs,High,Artisan 487 Labels,Office Supplies,Small Box,Express Air,31-07-2015,$2.29,$3.69,$1.40,48,$177.12,10%,$17.71,$159.41,$0.50,$159.91
6003-1,30-07-2015,2015,Julie Prescott,"438 Victoria Avenue,Chatswood",Sydney,NSW,Home Office,Natasha Song,Medium,TechSavi Cordless Access Keyboard,Technology,Small Box,Express Air,31-07-2015,$14.70,$29.99,$15.29,27,$809.73,5%,$40.49,$769.24,$5.50,$774.74
6005-1,01-08-2015,2015,Karl Brown,"470 Anzac Parade,Kingsford",Sydney,NSW,Home Office,Tina Carlton,Critical,TechSavi Cordless Navigator Duo,Technology,Small Box,Regular Air,03-08-2015,$42.11,$80.98,$38.87,22,"$1,781.56",10%,$178.16,"$1,603.40",$7.18,"$1,610.58"
6006-1,02-08-2015,2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Cando PC940 Copier,Technology,Large Box,Regular Air,04-08-2015,$216.00,$449.99,$233.99,29,"$13,049.71",0%,$0.00,"$13,049.71",$24.49,"$13,074.20"
6007-1,02-08-2015,2015,Tracy Collins,"Crown Complex,Southbank",Melbourne,VIC,Consumer,Connor Betts,Not Specified,Xit Blank Computer Paper,Office Supplies,Small Box,Regular Air,04-08-2015,$12.39,$19.98,$7.59,44,$879.12,7%,$61.54,$817.58,$5.77,$823.35
6009-1,03-08-2015,2015,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Corporate,Charlie Bui,Low,Economy Binders,Office Supplies,Small Box,Regular Air,08-08-2015,$1.33,$2.08,$0.75,20,$41.60,10%,$4.16,$37.44,$1.49,$38.93
6011-1,07-08-2015,2015,Astrea Jones,"3/265 Stirling Street, Perth",Sydney,NSW,Corporate,Leighton Forrest,Critical,Unpadded Memo Slips,Office Supplies,Wrap Bag,Regular Air,08-08-2015,$2.59,$3.98,$1.39,16,$63.68,9%,$5.73,$57.95,$2.97,$60.92
6012-1,08-08-2015,2015,Tanja Norvell,"541 Church St,Richmond",Melbourne,VIC,Corporate,Yvette Biti,High,Artisan Printable Repositionable Plastic Tabs,Office Supplies,Small Box,Express Air,09-08-2015,$5.33,$8.60,$3.27,15,$129.00,4%,$5.16,$123.84,$6.19,$130.03
6014-1,10-08-2015,2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Alto 3-Hole Punch,Office Supplies,Small Box,Regular Air,11-08-2015,$2.76,$4.38,$1.62,24,$105.12,2%,$2.10,$103.02,$6.21,$109.23
6014-2,10-08-2015,2015,Nora Price,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,Not Specified,Apex Forged Steel Scissors with Black Enamel Handles,Office Supplies,Small Pack,Regular Air,13-08-2015,$4.10,$9.31,$5.21,30,$279.30,3%,$8.38,$270.92,$3.98,$274.90
6017-1,11-08-2015,2015,Raymond Book,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,Mihael Khan,High,HFX LaserJet 3310 Copier,Technology,Large Box,Regular Air,12-08-2015,$377.99,$599.99,$222.00,46,"$27,599.54",7%,"$1,931.97","$25,667.57",$24.49,"$25,692.06"
6019-1,11-08-2015,2015,Christine Sundaresam,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,Preston Senome,High,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Regular Air,14-08-2015,$1.76,$2.94,$1.18,39,$114.66,4%,$4.59,$110.07,$0.81,$110.88
6021-1,11-08-2015,2015,Steve Carroll,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,Nicholas Fernandes,High,TechSavi Access Keyboard,Technology,Small Box,Express Air,12-08-2015,$10.07,$15.98,$5.91,7,$111.86,4%,$4.47,$107.39,$4.00,$111.39
6023-1,12-08-2015,2015,Grant Carroll,"10 O'Connell St,Sydney",Sydney,NSW,Corporate,Aanya Zhang,Not Specified,TechSavi Internet Navigator Keyboard,Technology,Small Box,Regular Air,15-08-2015,$6.51,$30.98,$24.47,8,$247.84,6%,$14.87,$232.97,$6.50,$239.47
6025-1,14-08-2015,2015,Nona Balk,"120 Hardware St,Melbourne",Melbourne,VIC,Corporate,Connor Betts,Medium,Steady Major Accent Highlighters,Office Supplies,Wrap Bag,Regular Air,16-08-2015,$3.75,$7.08,$3.33,48,$339.84,3%,$10.20,$329.64,$2.35,$331.99
6027-1,15-08-2015,2015,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,Mihael Khan,High,Binder Posts,Office Supplies,Small Box,Express Air,17-08-2015,$3.50,$5.74,$2.24,32,$183.68,8%,$14.69,$168.99,$5.01,$174.00
6029-1,21-08-2015,2015,Nora Pelletier,"5/250 Old Northern Road,Castle Hill",Sydney,NSW,Home Office,Nicholas Fernandes,Not Specified,Self-Adhesive Ring Binder Labels,Office Supplies,Small Box,Regular Air,23-08-2015,$2.18,$3.52,$1.34,38,$133.76,9%,$12.04,$121.72,$6.83,$128.55
6030-1,22-08-2015,2015,Bryan Spruell,"1 John Street,Waterloo",Sydney,NSW,Home Office,Charlie Bui,Low,TechSavi Access Keyboard,Technology,Small Box,Regular Air,27-08-2015,$10.07,$15.98,$5.91,6,$95.88,10%,$9.59,$86.29,$4.00,$90.29
6032-1,23-08-2015,2015,Fred McMath,"10 Bligh St,Melbourne",Melbourne,VIC,Small Business,Yvette Biti,Low,"Alto Six-Outlet Power Strip, 4 Cord Length",Office Supplies,Small Box,Express Air,30-08-2015,$3.53,$8.62,$5.09,8,$68.96,0%,$0.00,$68.96,$4.50,$73.46
6034-1,24-08-2015,2015,Alejandro Ballentine,"412 Brunswick St,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,"24 Capacity Maxi Data Binder Racks, Pearl",Office Supplies,Small Box,Express Air,25-08-2015,$84.22,$210.55,$126.33,2,$421.10,5%,$21.06,$400.05,$9.99,$410.04
6036-1,24-08-2015,2015,Eleni McCrary,"79 Elliott St,Balmain",Sydney,NSW,Corporate,Aanya Zhang,Low,"Creator Anti Dust Chalk, 12/Pack",Office Supplies,Wrap Bag,Regular Air,28-08-2015,$1.09,$1.82,$0.73,42,$76.44,8%,$6.12,$70.32,$1.00,$71.32
6037-1,24-08-2015,2015,Dan Campbell,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Small Business,Leighton Forrest,Critical,Steady 52201 APSCO Electric Pencil Sharpener,Office Supplies,Small Pack,Regular Air,26-08-2015,$16.80,$40.97,$24.17,28,"$1,147.16",4%,$45.89,"$1,101.27",$8.99,"$1,110.26"
6038-1,26-08-2015,2015,Kelly Williams,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,Yvette Biti,Medium,Airmail Envelopes,Office Supplies,Small Box,Regular Air,28-08-2015,$52.04,$83.93,$31.89,3,$251.79,0%,$0.00,$251.79,$19.99,$271.78
6039-1,26-08-2015,2015,Edward Becker,"501 George St,Sydney",Sydney,NSW,Corporate,Samantha Chairs,Not Specified,Artisan 487 Labels,Office Supplies,Small Box,Regular Air,27-08-2015,$2.29,$3.69,$1.40,39,$143.91,3%,$4.32,$139.59,$0.50,$140.09
6042-1,28-08-2015,2015,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,Nicholas Fernandes,Critical,Artisan 481 Labels,Office Supplies,Small Box,Regular Air,30-08-2015,$1.94,$3.08,$1.14,6,$18.48,2%,$0.37,$18.11,$0.99,$19.10
6044-1,30-08-2015,2015,Maxwell Schwartz,"3 Orwell St,Potts Point",Sydney,NSW,Corporate,Leighton Forrest,Medium,600 Series Flip,Technology,Small Box,Regular Air,01-09-2015,$41.28,$95.99,$54.71,26,"$2,495.74",2%,$49.91,"$2,445.83",$8.99,"$2,454.82"
6046-1,31-08-2015,2015,Sally Knutson,32/82 King Street,Perth,WA,Consumer,Mihael Khan,Low,3Max Organizer Strips,Office Supplies,Small Box,Regular Air,31-08-2015,$3.40,$5.40,$2.00,14,$75.60,2%,$1.51,$74.09,$7.78,$81.87
6048-1,31-08-2015,2015,Larry Hughes,"541 Church St,Richmond",Melbourne,VIC,Home Office,Yvette Biti,Critical,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,01-09-2015,$4.46,$10.89,$6.43,50,$544.50,9%,$49.01,$495.50,$4.50,$500.00
6050-1,02-09-2015,2015,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,Tina Carlton,Medium,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,05-09-2015,$60.59,$100.98,$40.39,9,$908.82,10%,$90.88,$817.94,$7.18,$825.12
6052-1,02-09-2015,2015,Cindy Stewart,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,Leighton Forrest,Medium,UGen Ultra Professional Cordless Optical Suite,Technology,Small Box,Regular Air,04-09-2015,$156.50,$300.97,$144.47,20,"$6,019.40",5%,$300.97,"$5,718.43",$7.18,"$5,725.61"
6054-1,03-09-2015,2015,Grant Thornton,"98 Holdsworth Street,Woollahra",Sydney,NSW,Corporate,Natasha Song,Low,Beekin 6 Outlet Metallic Surge Strip,Office Supplies,Small Box,Regular Air,07-09-2015,$4.46,$10.89,$6.43,3,$32.67,8%,$2.61,$30.06,$4.50,$34.56
6056-1,04-09-2015,2015,Victor Price,"180 High Street,Windsor",Melbourne,VIC,Consumer,Connor Betts,Medium,Cando S750 Color Inkjet Printer,Technology,Jumbo Drum,Delivery Truck,06-09-2015,$75.00,$120.97,$45.97,46,"$5,564.62",7%,$389.52,"$5,175.10",$26.30,"$5,201.40"
6057-1,06-09-2015,2015,Roy Collins,6 Brookman Street,Perth,WA,Corporate,Natasha Song,Critical,TechSavi Cordless Elite Duo,Technology,Small Box,Regular Air,07-09-2015,$60.59,$100.98,$40.39,44,"$4,443.12",9%,$399.88,"$4,043.24",$7.18,"$4,050.42"
6058-1,07-09-2015,2015,Naresj Patel,"106 Ebley Street,Bondi Junction",Sydney,NSW,Small Business,Leighton Forrest,High,Smiths SlimLine Pencil Sharpener,Office Supplies,Small Pack,Regular Air,09-09-2015,$4.79,$11.97,$7.18,48,$574.56,2%,$11.49,$563.07,$5.81,$568.88
6059-1,08-09-2015,2015,Beth Thompson,"101 Murray Street, Perth",Sydney,NSW,Corporate,Mihael Khan,High,Alto Memo Cubes,Office Supplies,Wrap Bag,Regular Air,10-09-2015,$3.32,$5.18,$1.86,20,$103.60,6%,$6.22,$97.38,$2.04,$99.42
6061-1,08-09-2015,2015,Laura Armstrong,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Small Business,Connor Betts,High,Bagged Rubber Bands,Office Supplies,Wrap Bag,Regular Air,10-09-2015,$0.24,$1.26,$1.02,31,$39.06,6%,$2.34,$36.72,$0.70,$37.42
6063-1,10-09-2015,2015,Luke Weiss,"88 Oxford St,Woollahra",Sydney,NSW,Corporate,Charlie Bui,Critical,Colored Envelopes,Office Supplies,Small Box,Express Air,11-09-2015,$2.25,$3.69,$1.44,23,$84.87,2%,$1.70,$83.17,$2.50,$85.67
6065-1,11-09-2015,2015,Cyra Reiten,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Consumer,Nicholas Fernandes,Not Specified,Pizazz Colored Pencils,Office Supplies,Wrap Bag,Express Air,11-09-2015,$1.76,$2.94,$1.18,47,$138.18,4%,$5.53,$132.65,$0.81,$133.46
6066-1,12-09-2015,2015,Bobby Elias,"37/59 Brewer Street, Perth",Melbourne,VIC,Small Business,Connor Betts,Not Specified,Assorted Color Push Pins,Office Supplies,Wrap Bag,Regular Air,13-09-2015,$0.87,$1.81,$0.94,6,$10.86,7%,$0.76,$10.10,$0.75,$10.85
